Target
117.52
111.13
161.94
165.67
250.74
252.75
172.23
210.16
351.46
173.44
162.61
204.9
106.7
112.17
100.32
113.38
94.29
110.0
114.92
98.63
149.2
123.13
193.9
116.8
102.24
175.44
178.61
155.48
208.89
144.88
360.08
365.0
191.78
200.32
106.48
106.34
184.99
174.66
113.0
205.86
110.15
323.5
111.79
141.22
230.05
129.13
188.38
179.37
122.32
174.94
174.65
96.31
158.99
200.29
201.9
316.77
175.94
154.83
281.8
189.83
320.93
116.65
282.4
168.07
204.1
310.6
177.3
93.79
167.25
247.18
191.63
144.47
97.22
166.84
220.42
187.79
104.41
110.42
104.89
177.25
185.14
162.62
186.23
96.47
98.55
191.09
156.29
107.12
178.65
114.31
109.72
117.33
169.79
270.8
214.52
128.31
318.62
114.42
207.28
171.05
218.55
179.8
118.18
200.58
163.25
111.65
163.05
108.53
112.03
189.75
113.69
107.59
232.95
109.88
191.35
310.06
150.85
226.23
208.46
115.93
151.5
172.37
218.07
180.29
115.8
200.37
93.48
93.13
213.44
174.32
95.0
100.51
120.42
188.0
227.93
277.0
115.66
277.14
119.11
193.07
96.75
257.05
201.85
198.58
138.78
187.6
173.87
324.19
189.01
102.65
115.59
139.3
143.69
177.9
108.58
204.43
108.91
165.45
208.46
113.84
154.0
199.54
136.23
95.94
199.2
139.25
228.08
320.0
172.36
300.35
135.91
220.24
219.75
110.12
114.35
148.82
264.89
296.44
179.26
282.0
221.85
141.6
222.21
93.98
104.81
179.73
96.86
173.04
160.86
315.31
172.8
106.0
242.8
184.66
157.86
207.67
203.16
261.07
121.85
151.29
316.7
116.35
200.81
116.58
354.64
218.5
106.62
169.0
157.9
99.56
176.49
228.41
117.99
263.79
185.42
117.33
189.49
234.59
110.27
146.87
174.87
127.74
364.0
95.39
117.25
166.96
183.9
155.25
109.88
198.43
107.83
106.05
133.08
175.1
111.09
187.99
109.5
160.43
139.85
110.63
227.25
186.35
201.3
195.41
102.39
208.5
277.39
266.6
93.79
111.4
112.02
282.23
121.94
188.39
107.9
185.23
108.59
183.82
149.89
171.25
166.0
367.85
156.25
110.93
207.7
126.04
135.1
97.41
243.16
217.79
297.15
108.77
188.77
300.95
108.97
234.9
111.34
205.97
203.35
250.75
284.69
206.83
158.6
188.35
116.43
119.4
190.71
143.66
94.94
191.52
116.9
174.28
219.19
256.77
315.77
191.55
220.0
111.36
116.04
244.76
153.17
174.3
244.51
191.39
106.93
123.38
191.78
247.39
93.97
175.21
170.29
208.76
207.86
258.69
280.53
109.72
117.64
99.6
225.82
295.06
154.26
324.45
114.31
167.88
162.71
111.62
116.25
199.13
214.1
319.25
158.23
125.03
117.05
108.89
157.5
112.46
96.67
148.15
224.94
192.9
102.37
213.9
221.0
171.76
144.22
237.52
330.25
96.0
103.96
110.0
172.83
250.9
184.28
115.4
178.92
116.86
153.89
153.08
105.52
149.1
111.43
98.84
155.94
135.67
166.41
109.23
154.97
153.75
112.73
220.95
165.0
156.91
94.44
159.9
216.88
148.7
205.55
239.77
119.87
113.67
189.5
116.52
177.3
317.19
209.55
158.5
163.09
286.53
109.81
113.25
143.02
188.5
108.57
108.14
114.08
355.15
180.95
127.98
174.95
289.17
249.54
204.3
175.24
193.95
106.27
219.79
153.63
178.25
120.99
157.23
154.18
113.85
114.32
261.13
107.78
197.77
117.35
174.67
98.67
349.31
98.7
190.02
147.5
166.0
95.02
109.0
115.19
203.46
233.37
135.52
323.6
144.71
194.14
145.13
320.75
167.41
157.05
90.0
116.26
170.16
109.95
173.21
221.16
121.15
213.19
224.8
97.17
97.82
322.63
120.96
246.52
104.27
186.93
151.78
303.67
225.46
110.31
263.69
247.51
100.58
156.01
180.32
216.82
158.47
218.43
183.08
207.48
194.61
113.76
174.78
311.85
175.03
98.97
143.92
144.73
186.35
170.8
121.67
120.79
112.71
296.24
154.7
141.0
313.59
209.22
151.8
98.41
268.31
160.29
151.27
140.72
311.64
170.78
98.92
96.45
304.3
174.17
150.27
194.86
173.36
143.72
140.91
117.88
285.08
171.39
117.95
155.02
221.03
322.57
364.41
176.15
173.68
277.95
196.05
111.07
223.82
93.0
153.84
139.06
117.7
154.01
203.12
173.71
111.94
196.45
265.58
293.79
95.42
170.0
149.99
175.11
273.61
113.05
159.32
145.1
138.85
172.4
112.21
270.0
218.1
98.5
175.05
182.66
99.26
96.04
188.75
323.35
156.35
312.15
141.5
111.6
186.29
142.11
95.1
190.5
110.98
143.25
119.55
186.78
144.49
101.52
104.19
305.64
241.16
204.09
141.91
106.96
110.23
92.72
154.0
122.6
192.45
265.54
174.88
173.5
132.46
113.06
186.41
174.35
118.08
155.97
108.97
105.8
167.81
109.07
159.28
153.63
332.14
289.93
191.51
198.68
99.68
117.95
117.81
225.07
316.27
116.1
105.58
159.1
236.39
207.36
191.08
169.71
101.91
317.83
150.48
102.61
94.55
192.42
152.5
284.73
207.36
263.68
96.05
247.42
347.9
187.25
277.2
220.9
175.23
190.03
171.04
99.02
140.4
97.61
208.0
104.64
114.33
183.52
105.25
145.59
112.95
199.62
316.14
185.22
113.63
227.96
112.23
154.15
196.31
308.1
167.64
145.87
116.53
149.56
216.8
116.45
108.65
114.58
155.81
173.63
101.31
94.2
107.27
144.09
261.55
108.73
143.68
108.91
116.78
107.71
262.59
116.04
183.4
96.0
323.52
177.91
95.86
284.69
262.71
174.94
214.05
111.29
351.34
96.25
225.75
201.41
110.86
96.4
115.8
111.78
173.16
171.19
105.93
199.68
266.94
211.75
172.4
125.32
114.0
164.12
117.1
193.06
105.75
258.31
174.24
115.12
