Volume_1,Volume_2,Volume_3,Open_1,Open_2,Open_3,High_1,High_2,High_3,Low_1,Low_2,Low_3
31644240.0,23793830.0,20940020.0,172.4,168.99,171.05,173.94,170.66,171.21,170.34,168.42,169.25
31851180.0,36192150.0,27526040.0,96.4,93.98,96.05,96.5,96.38,96.76,94.55,93.32,95.25
48846060.0,28157630.0,20565620.0,158.47,160.11,159.51,160.97,160.5,159.77,158.0,158.0,158.44
31110640.0,27316740.0,16935220.0,198.68,203.17,201.41,199.5,204.49,203.13,197.05,200.65,201.36
34908610.0,41208710.0,57430620.0,200.4,197.42,187.71,201.68,198.85,189.48,196.66,192.77,182.85
38399530.0,20254650.0,21910700.0,319.25,317.75,320.75,321.15,322.35,323.44,316.47,317.21,318.93
20755140.0,24755470.0,23985960.0,174.67,173.87,170.32,175.49,174.44,173.07,173.94,172.02,169.5
51467440.0,54145930.0,70583530.0,163.09,160.29,157.07,163.4,161.0,157.89,159.07,155.03,150.24
28001190.0,34320200.0,45765970.0,285.08,284.73,289.96,285.83,289.67,294.53,278.2,283.89,288.35
27308200.0,22727370.0,23243160.0,191.64,191.09,193.25,191.68,194.46,196.5,188.38,191.05,193.15
43496400.0,34154130.0,29706720.0,304.3,315.31,323.52,313.49,319.64,324.76,302.22,313.63,318.95
28769220.0,21081620.0,22115100.0,115.8,115.85,115.92,116.33,116.51,116.86,114.76,115.75,115.81
39281290.0,53812480.0,32503750.0,287.38,284.69,277.95,288.2,286.95,281.68,282.35,276.86,276.85
39824200.0,41464880.0,38116290.0,173.68,167.25,167.81,175.15,170.02,171.75,166.92,165.19,166.9
21007650.0,21162560.0,20059570.0,208.5,210.16,206.43,209.32,210.45,206.98,206.66,207.2,204.22
30521720.0,40653460.0,30480880.0,311.64,316.7,311.85,317.07,317.57,315.5,311.15,312.17,309.55
51368540.0,41438280.0,39075250.0,177.25,174.51,172.0,177.3,174.95,172.0,173.2,170.53,170.06
40323020.0,48032600.0,44811800.0,94.19,95.02,96.67,94.5,96.85,98.21,93.01,94.61,96.15
38116290.0,37425640.0,30237640.0,167.81,167.88,167.64,171.75,168.94,168.75,166.9,164.47,164.88
84188210.0,71882770.0,75900510.0,228.08,236.36,250.75,228.5,247.69,258.25,212.61,234.3,244.3
60547340.0,46271660.0,36191330.0,193.9,188.39,190.5,194.48,191.97,194.97,185.93,186.9,189.46
14198660.0,20783460.0,33498270.0,143.92,144.09,145.1,144.16,144.3,147.2,143.31,143.27,144.96
38258300.0,56293490.0,36299460.0,98.67,99.68,99.44,99.74,100.73,100.47,98.11,98.64,99.25
33674960.0,28331540.0,27850370.0,165.67,162.62,164.12,166.33,165.42,165.73,161.22,162.41,163.37
30280450.0,28802550.0,22692880.0,221.16,218.93,222.3,221.83,222.99,222.64,217.27,216.76,219.34
16543880.0,17426160.0,19636390.0,185.26,185.42,189.5,186.41,188.43,190.68,184.28,185.2,189.3
33770220.0,30148360.0,26781730.0,106.05,104.81,105.58,106.07,105.84,106.0,104.0,104.77,105.28
26560420.0,26178840.0,31735810.0,109.51,110.23,109.95,110.73,110.98,110.42,109.42,109.2,108.12
45547590.0,25763840.0,25820460.0,108.65,109.72,108.78,110.42,109.9,110.0,108.6,108.88,108.2
41438280.0,39075250.0,50565420.0,174.51,172.0,170.16,174.95,172.0,170.16,170.53,170.06,167.07
20490090.0,25649240.0,27185130.0,186.35,187.25,186.12,187.2,188.35,186.15,185.73,184.94,184.7
27850370.0,35617230.0,41976500.0,164.12,164.0,162.13,165.73,164.33,167.26,163.37,160.63,161.84
50943120.0,42287640.0,43751810.0,190.02,195.34,191.51,196.33,197.69,191.98,189.81,190.78,186.6
37190500.0,45870130.0,46418230.0,95.42,95.0,95.86,96.04,96.84,97.33,94.28,94.08,95.19
49687870.0,49046150.0,62285770.0,98.97,100.55,100.32,99.06,100.69,101.19,97.34,98.84,97.3
23243160.0,19090050.0,18473070.0,193.25,194.79,196.45,196.5,196.37,197.1,193.15,193.14,195.93
21175670.0,16916650.0,44387770.0,156.91,157.23,159.29,157.55,157.83,163.6,155.27,156.78,158.7
50901380.0,32230590.0,58724080.0,107.71,106.57,106.7,107.81,107.68,110.23,104.08,106.16,106.6
32931110.0,19620520.0,36387880.0,177.32,175.24,175.04,177.47,176.8,175.09,173.66,174.94,171.26
31396130.0,36792100.0,26378910.0,115.39,113.87,113.65,115.86,115.21,114.23,114.1,113.45,113.2
25820460.0,37322930.0,26560420.0,108.78,110.42,109.51,110.0,112.19,110.73,108.2,110.27,109.42
24308210.0,19977160.0,24100150.0,118.18,117.25,116.86,118.21,117.76,117.38,117.45,113.8,116.33
40113790.0,33690660.0,37378070.0,172.36,172.05,172.83,174.82,174.26,174.12,171.77,171.42,171.01
42223820.0,40529120.0,32755730.0,262.74,268.7,268.31,267.37,270.07,273.7,261.23,264.7,265.83
39494770.0,30280450.0,28802550.0,220.42,221.16,218.93,222.88,221.83,222.99,216.84,217.27,216.76
26784530.0,38158410.0,22941650.0,129.13,130.54,131.35,130.5,132.09,132.22,128.9,130.45,131.22
55548830.0,57668360.0,49678430.0,297.26,300.95,286.53,304.18,302.53,297.88,289.23,286.13,286.5
29800240.0,24587490.0,29608390.0,111.64,113.0,113.69,113.39,113.18,114.64,111.55,112.34,113.43
24592460.0,25864510.0,20679270.0,207.36,207.7,210.16,209.1,210.95,210.56,206.67,207.7,208.26
22224400.0,22389660.0,21785180.0,170.1,171.39,169.71,171.0,172.48,171.26,169.7,169.92,169.38
19088310.0,25361290.0,26318580.0,220.0,220.54,220.9,220.94,220.96,224.58,218.83,217.28,220.79
23714690.0,27948160.0,28481170.0,180.2,178.92,176.42,182.14,180.59,179.35,178.62,177.91,176.0
19977160.0,24100150.0,22527690.0,117.25,116.86,116.81,117.76,117.38,116.91,113.8,116.33,116.28
33408050.0,25396100.0,25525650.0,207.03,208.0,209.32,208.74,209.25,209.5,205.48,207.07,206.76
40613260.0,32644590.0,31384720.0,166.11,166.96,167.41,169.0,168.98,171.66,164.56,165.93,167.28
84757780.0,62800770.0,49793750.0,113.76,110.27,111.79,114.02,113.28,114.21,109.77,109.9,111.76
50908540.0,40113790.0,33690660.0,169.79,172.36,172.05,173.09,174.82,174.26,169.0,171.77,171.42
32361930.0,24129630.0,59118740.0,110.08,110.31,109.88,110.51,111.72,111.32,109.46,109.7,108.05
76562170.0,61681250.0,53142590.0,110.15,110.23,112.49,111.88,112.34,112.78,107.36,109.13,110.04
16365720.0,20182050.0,20670830.0,191.78,189.69,191.78,191.8,192.55,192.43,189.93,189.69,190.17
35850010.0,36340670.0,21634520.0,113.16,112.46,112.71,113.8,113.37,113.05,111.8,111.8,112.28
30912260.0,25184090.0,40885480.0,106.96,108.58,107.01,109.43,108.7,107.03,106.86,107.18,104.82
24413480.0,23040480.0,19286690.0,234.9,236.39,233.37,238.13,237.65,235.24,234.67,234.88,233.2
48702200.0,46717770.0,61747260.0,110.63,111.74,110.19,111.74,111.77,110.19,109.77,109.41,108.21
16859020.0,21480120.0,21584720.0,191.39,192.42,191.55,192.61,192.88,191.57,191.15,190.44,190.22
40558490.0,54149930.0,31685810.0,312.6,324.45,320.54,318.4,327.85,324.09,312.19,321.38,318.75
28449940.0,30483120.0,29616190.0,150.27,153.08,154.2,153.39,155.88,157.66,150.05,153.0,153.26
37418910.0,39194720.0,35644510.0,221.85,220.95,218.01,225.37,221.85,224.3,220.71,216.47,216.56
14991570.0,13909560.0,17618870.0,207.67,208.89,207.48,209.15,209.24,209.73,207.17,206.73,207.14
37080720.0,63712340.0,73991000.0,116.25,115.66,112.21,116.54,116.49,114.3,115.44,113.72,111.87
25111310.0,21466370.0,18798250.0,149.99,150.58,151.8,150.44,152.44,153.84,148.88,149.9,151.8
24332120.0,24358920.0,29422610.0,173.91,174.66,175.11,175.25,176.24,176.1,173.6,174.33,173.14
32226670.0,39763300.0,21158140.0,224.8,220.0,217.73,226.42,220.79,220.13,222.86,217.02,217.56
31464170.0,29334630.0,22676520.0,182.59,180.32,178.5,183.5,180.52,180.24,179.24,177.81,178.07
21337310.0,23724430.0,26043820.0,116.74,116.8,116.35,117.5,117.4,116.51,116.68,116.78,115.64
47800590.0,18220420.0,21070330.0,198.8,198.54,198.43,200.85,200.16,199.26,198.15,198.17,195.29
76183460.0,44223040.0,61192340.0,92.72,90.0,92.39,92.78,91.67,94.39,89.47,90.0,91.65
44282560.0,42288790.0,49979700.0,94.29,95.92,93.79,95.94,96.35,94.72,93.93,94.1,92.59
30149410.0,25682700.0,18965930.0,218.1,216.8,214.1,219.18,217.19,216.36,215.11,214.03,213.84
25737560.0,27413060.0,19238480.0,174.28,175.69,175.94,175.15,177.75,176.0,172.89,173.97,174.54
46418230.0,46315620.0,53920550.0,95.86,96.52,93.13,97.33,96.92,95.7,95.19,93.69,93.04
36884490.0,46026600.0,35890740.0,100.58,102.37,102.39,101.71,103.75,102.83,100.45,101.37,100.96
26320740.0,20495340.0,30327110.0,121.67,122.14,120.93,122.44,122.35,121.63,121.6,121.6,120.66
15228270.0,19966590.0,23129400.0,188.38,186.35,188.77,188.88,188.5,188.84,186.78,185.76,186.21
41990210.0,24413480.0,23040480.0,232.95,234.9,236.39,237.64,238.13,237.65,232.31,234.67,234.88
28575800.0,29024690.0,24626950.0,279.57,279.8,279.5,281.77,281.9,281.18,278.8,279.12,278.95
73991000.0,46594220.0,50278030.0,112.21,113.67,113.38,114.3,115.37,114.18,111.87,113.66,112.52
64094970.0,104618500.0,92683030.0,277.39,255.94,264.89,281.22,270.0,279.92,271.86,248.0,252.95
34412090.0,23687350.0,25554290.0,118.34,120.0,119.4,120.24,120.5,120.09,118.22,119.71,119.37
20912820.0,21329170.0,26580710.0,193.63,194.14,191.17,194.08,194.2,192.0,191.92,192.34,189.77
24129530.0,25879680.0,38885980.0,97.17,97.41,97.39,97.7,97.67,98.99,97.12,96.84,97.32
18966120.0,23735080.0,17520500.0,256.77,258.74,258.69,257.49,260.35,260.44,255.37,258.11,256.85
20191840.0,17595210.0,16947420.0,203.31,202.45,204.09,204.39,204.0,205.87,201.71,202.2,204.0
25668330.0,28865310.0,24185530.0,199.46,199.54,203.12,201.37,203.38,204.15,198.56,198.61,202.52
21229890.0,17439210.0,18695500.0,139.37,139.06,138.95,139.77,139.98,139.8,138.6,138.79,138.82
18503410.0,27468700.0,23377690.0,187.72,187.22,187.99,188.0,188.23,190.26,186.78,186.14,187.75
23985960.0,31123000.0,32416800.0,170.32,175.49,180.0,173.07,179.12,182.67,169.5,175.35,179.37
20028450.0,38190550.0,23495990.0,324.74,315.36,320.0,325.98,319.75,324.57,322.85,314.61,320.0
23639070.0,19046600.0,17014490.0,186.78,186.07,188.0,187.07,188.46,188.91,185.1,186.0,186.36
62080160.0,111186900.0,90398170.0,107.51,108.73,113.86,108.79,113.03,115.73,107.24,108.6,113.49
18131970.0,20686510.0,14979680.0,116.52,117.52,116.45,117.8,118.02,117.11,116.49,116.2,116.4
25676720.0,19173780.0,43700570.0,139.41,140.72,141.0,140.75,141.02,141.0,139.03,140.26,139.89
24110330.0,18527000.0,21080580.0,143.02,142.9,144.11,143.5,144.75,145.95,142.41,142.9,143.37
34260230.0,31087330.0,31306390.0,176.15,179.37,178.61,179.25,180.1,179.58,175.07,178.25,177.41
40885480.0,67569090.0,55583140.0,107.01,102.61,105.75,107.03,105.37,105.85,104.82,102.0,102.41
17427570.0,18463850.0,18612770.0,207.36,206.83,204.9,208.48,207.76,205.0,207.05,205.12,202.12
47507230.0,32728460.0,32618140.0,107.28,107.4,107.27,107.37,107.72,108.85,105.57,106.45,107.2
33753490.0,47597670.0,64398230.0,165.38,166.0,160.4,167.53,167.45,162.11,164.39,159.09,155.3
33935720.0,69281360.0,54017920.0,208.76,216.42,213.9,210.16,221.37,218.03,207.31,211.3,206.74
33962370.0,46286150.0,44284660.0,115.04,115.38,116.47,116.2,116.73,116.5,114.98,115.23,115.65
20118620.0,24452750.0,16383610.0,153.42,153.97,153.17,154.43,154.17,153.33,153.33,152.38,152.22
24185530.0,17841920.0,23286380.0,203.12,202.83,204.43,204.15,204.94,207.75,202.52,202.34,203.9
20769030.0,20762360.0,21754600.0,136.43,137.38,135.91,137.12,137.48,136.66,136.11,136.3,135.28
75219710.0,45595680.0,40387960.0,92.91,93.0,92.9,94.66,93.05,93.66,92.65,91.5,92.14
17897140.0,20191840.0,17595210.0,201.85,203.31,202.45,203.73,204.39,204.0,201.56,201.71,202.2
17048800.0,15281850.0,25676720.0,138.85,139.3,139.41,139.43,139.65,140.75,138.82,138.84,139.03
71882770.0,75900510.0,63140170.0,236.36,250.75,246.52,247.69,258.25,258.68,234.3,244.3,246.36
25141490.0,32426420.0,55548830.0,322.63,318.62,297.26,324.65,320.45,304.18,318.21,310.5,289.23
33690660.0,37378070.0,30953760.0,172.05,172.83,171.8,174.26,174.12,173.95,171.42,171.01,171.71
33843130.0,25432390.0,27876220.0,313.17,315.03,316.68,316.5,318.52,319.52,310.32,313.01,316.2
20222210.0,23446340.0,36362440.0,137.14,137.08,137.89,137.44,137.44,140.15,136.28,136.7,137.6
95584080.0,27581270.0,22811140.0,220.78,216.82,219.75,221.36,221.26,222.82,217.29,216.63,219.7
23430370.0,29729270.0,22560440.0,221.0,223.82,224.79,223.75,226.44,225.84,219.76,223.54,224.02
25931710.0,27420550.0,11475920.0,111.95,111.36,111.13,112.42,111.51,111.87,111.4,110.33,110.95
52411070.0,29800240.0,24587490.0,114.42,111.64,113.0,114.79,113.39,113.18,111.55,111.55,112.34
17837130.0,20859830.0,17170490.0,149.2,150.48,151.5,150.13,151.42,151.74,148.67,149.95,150.19
80605870.0,81013970.0,75058410.0,241.95,247.51,239.77,259.08,257.61,250.0,240.0,238.4,237.12
46893220.0,56544250.0,71686210.0,295.52,282.0,263.75,299.55,290.82,278.09,291.41,281.23,263.0
48706170.0,38426060.0,27825140.0,178.54,172.8,175.21,179.78,176.3,177.74,172.66,172.45,174.52
71686210.0,71322520.0,64094970.0,263.75,277.14,277.39,278.09,286.44,281.22,263.0,269.37,271.86
39194720.0,35644510.0,49118510.0,220.95,218.01,224.94,221.85,224.3,225.0,216.47,216.56,219.84
17775510.0,16529130.0,14676420.0,141.91,141.48,141.41,142.38,141.88,142.04,141.05,140.87,141.11
26656630.0,41084070.0,52902320.0,223.64,225.46,214.52,227.27,226.35,219.5,222.25,216.05,212.32
27526040.0,28949760.0,35131460.0,96.05,97.2,96.86,96.76,98.02,98.23,95.25,96.58,96.65
26781730.0,39546610.0,28010430.0,105.58,106.27,107.52,106.0,107.65,108.37,105.28,106.18,107.16
23623970.0,44662320.0,41156140.0,174.94,174.24,171.51,176.6,174.95,174.77,172.1,170.26,170.88
50303500.0,33136130.0,36884490.0,97.65,100.51,100.58,100.77,100.89,101.71,97.42,99.64,100.45
28998220.0,23598650.0,21884010.0,169.97,171.18,171.04,170.32,171.87,171.39,168.38,170.3,169.64
31506890.0,71574560.0,44866280.0,160.5,162.61,159.87,162.05,163.96,159.96,159.89,158.77,157.91
29706720.0,26356390.0,29421010.0,323.52,322.57,322.37,324.76,325.22,323.4,318.95,320.26,318.0
27825140.0,23273160.0,31686450.0,175.21,177.91,174.94,177.74,178.25,175.85,174.52,176.13,174.27
31154910.0,45547590.0,25763840.0,104.89,108.65,109.72,107.79,110.42,109.9,104.88,108.6,108.88
50455070.0,50721830.0,42223820.0,250.9,270.8,262.74,263.11,271.7,267.37,249.38,259.0,261.23
36529740.0,23714690.0,27948160.0,179.8,180.2,178.92,180.54,182.14,180.59,177.81,178.62,177.91
26330070.0,21564890.0,19376940.0,157.5,158.23,159.07,157.89,160.0,160.47,155.11,158.02,158.88
13909560.0,17618870.0,21673390.0,208.89,207.48,208.46,209.24,209.73,210.64,206.73,207.14,208.44
27883360.0,28813620.0,24431920.0,203.46,204.28,210.62,205.14,207.16,212.73,199.67,203.84,210.03
18661340.0,26547490.0,32182650.0,263.79,267.48,270.0,265.89,271.0,270.8,262.73,267.3,264.91
33009110.0,33829290.0,59029400.0,121.11,120.96,116.9,121.81,121.81,118.07,120.62,120.05,116.06
35661200.0,26924630.0,32018540.0,152.5,152.88,150.85,153.97,153.7,151.27,150.86,151.51,149.22
30480880.0,27207250.0,34454120.0,311.85,313.59,316.27,315.5,315.7,318.74,309.55,312.09,315.0
14244050.0,18131970.0,20686510.0,115.59,116.52,117.52,116.52,117.8,118.02,115.59,116.49,116.2
20578020.0,17897140.0,20191840.0,199.2,201.85,203.31,201.51,203.73,204.39,198.81,201.56,201.71
43218350.0,37080720.0,63712340.0,115.93,116.25,115.66,116.53,116.54,116.49,114.42,115.44,113.72
33861320.0,53038870.0,48155850.0,351.34,364.0,365.0,359.46,372.38,368.79,351.15,362.27,358.52
26388050.0,95584080.0,27581270.0,220.24,220.78,216.82,222.28,221.36,221.26,219.15,217.29,216.63
24817940.0,31639010.0,26675250.0,105.8,105.66,106.14,106.5,106.57,106.8,105.5,105.64,105.62
43250420.0,33753490.0,47597670.0,165.45,165.38,166.0,168.35,167.53,167.45,162.73,164.39,159.09
18969700.0,16252850.0,42357420.0,159.78,160.42,156.75,160.87,160.71,157.08,159.23,159.6,155.02
26219110.0,32690080.0,28218240.0,100.0,99.83,99.26,100.46,101.0,99.3,99.74,99.13,98.31
20544600.0,34693280.0,65270950.0,177.81,174.95,170.6,178.82,175.39,171.22,176.88,172.66,165.43
33290830.0,34121240.0,37418910.0,228.99,226.23,221.85,229.67,227.35,225.37,225.1,221.3,220.71
34806250.0,33316990.0,41511380.0,118.75,117.05,116.55,118.81,118.11,116.79,116.86,116.08,114.22
26547490.0,32182650.0,22632380.0,267.48,270.0,268.6,271.0,270.8,270.07,267.3,264.91,265.86
19636390.0,15801370.0,18776390.0,189.5,190.71,188.5,190.68,191.28,189.78,189.3,190.18,187.61
21341960.0,13046450.0,38063130.0,119.21,118.29,117.99,119.23,118.41,119.41,117.92,117.6,117.75
20393070.0,23639070.0,19046600.0,189.01,186.78,186.07,189.53,187.07,188.46,187.86,185.1,186.0
22367480.0,22684000.0,19932550.0,237.52,241.16,242.1,240.99,242.2,243.24,237.32,239.62,241.22
49793750.0,58279570.0,43218350.0,111.79,116.58,115.93,114.21,116.89,116.53,111.76,114.86,114.42
21247590.0,19082170.0,35421310.0,145.52,145.77,145.13,146.07,146.7,147.16,144.61,145.12,145.11
20848660.0,16339690.0,33113340.0,174.17,174.68,170.8,176.02,175.42,171.47,174.1,174.5,169.68
45970470.0,55204920.0,73006780.0,129.08,130.97,132.85,129.62,132.97,132.92,128.31,130.7,130.32
48155850.0,34380630.0,51314210.0,365.0,360.7,364.41,368.79,365.0,365.32,358.52,357.57,353.02
30877540.0,24460850.0,28877500.0,94.6,95.7,96.49,95.66,96.5,96.89,94.37,95.62,96.05
24100150.0,22527690.0,23492650.0,116.86,116.81,117.1,117.38,116.91,117.74,116.33,116.28,117.0
31384720.0,36054570.0,28204640.0,167.41,172.86,174.65,171.66,175.08,175.57,167.28,172.35,172.85
39017490.0,26148590.0,31440300.0,184.85,185.8,188.35,187.33,188.39,188.99,183.74,185.79,185.92
64782910.0,72187710.0,34089190.0,155.19,145.74,147.16,155.19,146.09,147.45,146.02,142.51,145.15
57097740.0,34117030.0,50901380.0,111.09,107.12,107.71,111.09,108.87,107.81,105.83,106.55,104.08
26067510.0,20899720.0,31110640.0,197.77,200.29,198.68,200.99,201.57,199.5,197.35,199.57,197.05
52955310.0,46461610.0,45114590.0,107.25,104.64,102.65,107.27,105.72,105.72,105.24,103.13,102.53
30148360.0,26781730.0,39546610.0,104.81,105.58,106.27,105.84,106.0,107.65,104.77,105.28,106.18
33054500.0,35578640.0,22539860.0,133.47,135.52,135.67,135.09,136.27,135.9,133.25,134.62,134.84
20591090.0,26387240.0,41459120.0,175.05,174.3,172.63,175.08,174.87,172.92,173.34,171.86,167.16
34117030.0,50901380.0,32230590.0,107.12,107.71,106.57,108.87,107.81,107.68,106.55,104.08,106.16
26190620.0,21535570.0,20912820.0,191.64,193.07,193.63,193.42,193.94,194.08,191.35,192.36,191.92
29976030.0,27049830.0,34324350.0,109.26,110.86,112.31,111.19,112.43,114.7,109.16,110.6,112.31
25184600.0,25649890.0,29451050.0,159.65,160.14,160.1,160.56,162.0,163.12,159.27,159.93,160.0
20299310.0,22355140.0,23531670.0,141.26,141.5,139.39,141.58,141.74,141.22,140.61,140.35,138.62
46717770.0,61747260.0,52720620.0,111.74,110.19,110.0,111.77,110.19,112.28,109.41,108.21,109.49
28540490.0,31961120.0,33507770.0,230.05,230.78,227.96,233.47,232.35,228.41,229.78,226.73,220.58
23129400.0,17186760.0,22409110.0,188.77,188.23,187.6,188.84,189.65,188.75,186.21,187.65,186.87
22481890.0,47539790.0,36547440.0,199.62,201.02,203.16,202.05,212.14,206.44,199.15,200.83,202.59
27009520.0,24619750.0,22481890.0,200.2,201.3,199.62,203.53,202.76,202.05,199.39,199.29,199.15
31538710.0,27148530.0,33490630.0,100.78,101.31,101.41,101.76,101.58,102.24,100.4,100.27,100.15
21162560.0,20059570.0,19216820.0,210.16,206.43,208.39,210.45,206.98,209.48,207.2,204.22,207.32
104618500.0,92683030.0,80605870.0,255.94,264.89,241.95,270.0,279.92,259.08,248.0,252.95,240.0
23693550.0,29377270.0,16810390.0,267.27,258.31,261.07,268.25,259.53,263.31,263.45,256.29,260.68
64332440.0,40814360.0,37190500.0,94.79,96.47,95.42,97.34,96.71,96.04,94.35,95.4,94.28
26538700.0,30790930.0,32361930.0,110.98,108.53,110.08,111.46,110.25,110.51,109.55,108.11,109.46
96197190.0,47507230.0,32728460.0,108.91,107.28,107.4,109.52,107.37,107.72,105.81,105.57,106.45
24677880.0,12119710.0,23334000.0,280.53,284.69,284.82,284.25,284.89,289.98,280.37,282.92,284.7
41365600.0,31695870.0,33559770.0,125.03,126.04,125.72,125.76,126.37,127.15,124.32,125.04,125.58
36191330.0,41626820.0,67678680.0,190.5,190.0,178.37,194.97,190.7,181.47,189.46,184.99,175.51
42250480.0,52955310.0,46461610.0,107.83,107.25,104.64,108.76,107.27,105.72,107.07,105.24,103.13
17352380.0,22551660.0,17675210.0,184.1,186.29,183.82,186.21,187.19,187.3,183.8,182.91,183.42
23606240.0,25001730.0,27744300.0,108.57,107.39,107.41,108.75,107.88,107.95,107.68,106.68,106.31
